0.000000000000000000e+00,0.000000000000000000e+00,3.030119386703836426e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.774771775021504183e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.030578537442798037e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.564760194921775138e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.631717458813621846e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.941609060155905553e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.702775750695964874e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.777623465363035393e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.937979257866439653e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.702848802637980086e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.854288568574283147e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.705847336093297884e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.854044180603915848e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.857714400022861412e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.777932107339296408e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.777700619427238138e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.779862674783865728e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.777006387114690256e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.705554503395470789e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.860248269549796873e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.778009278550990402e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.121488325633661987e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.329338127580236772e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.228410008071025317e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.225910513242362754e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.126302360195619556e+01
-2.134969960088315202e-02,1.415325799195662704e+01,3.851783375702950707e+01
1.992452369545990448e-02,3.796830783100248397e+01,4.167708593815120111e+01
0.000000000000000000e+00,4.308322993461332118e+01,3.993929227574086838e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.761904761904761330e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.997751012044579966e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.999500049995000950e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.990019960079840899e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.998750312421894648e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.000250012500625019e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.263434917627243692e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.999250112483127850e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.261219550691850344e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.274539796402763869e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.009769049646811112e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.262880901005210177e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.998250612285699646e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.263157894736842479e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.000250012500625019e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.263157894736842479e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.259006047856954780e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.544159228253035110e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.263157894736842479e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.010271055664111373e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.274818018778352524e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.270647762610024500e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.555864214678592816e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.262327000999842141e+01
1.779214941936990479e+00,-3.797566753885020319e+01,5.264266161297115332e+01
3.494993209838867188e+00,-3.303557586669921875e+01,5.256241787122207398e+01
3.494993209838867188e+00,-3.303557586669921875e+01,5.262603936427743889e+01
3.494993209838867188e+00,-3.303557586669921875e+01,4.993757802746566199e+01
-8.780688581795528247e-01,-4.255398717419854648e+01,5.264266161297115332e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.556172908100899832e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.263989050902774380e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.263989050902774380e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.348015131092656560e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.270092226613966346e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.567618729469405281e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.267871253226571326e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.564830272676683620e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.270647762610024500e+01
-1.989012804898348641e+00,6.654359990900212907e+00,5.264266161297115332e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.263434917627243692e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.273705305347537120e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.570099704784715300e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.000250012500625019e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.271481286241433395e+01
